time,title,description,object,confidence
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.98
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.98
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.81
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.75
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.64
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.63
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.98
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.98
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.98
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.82
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.81
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.62
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.57
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.98
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.98
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.98
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.85
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.72
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.58
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.58
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.98
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.86
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.76
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.53
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.52
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.98
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.98
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.98
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.88
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.55
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.54
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.97
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.93
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.56
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.96
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.93
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.69
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.61
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.53
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,1.00
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.95
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.86
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,bird,0.72
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.65
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.55
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.98
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.92
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,bird,0.75
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.63
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.60
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.55
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,1.00
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.98
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.92
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.67
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.52
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.97
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.97
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.95
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.74
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.52
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.99
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.98
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.97
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.95
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.79
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.75
00:00:07,Laincreblemaniobradeuncochequeevitachocarenunaauto,Objetos,car,0.57
